"Case","Status","Seconds","LastRun","FailureType","Tokens","PromptTokens","CompletionTokens","RequestCount","ResponseCount","EndCount","LastResponseId","Complete","UnknownCount","FailCount","InternalErrorCount"
"test21","ok","12.1","2026-06-04 22:19:43","","1240","1161","79","5","5","5","5","true","0","0","0"
"test22","ok","20.63","2026-06-04 22:20:04","","1799","1708","91","6","6","6","6","true","0","0","0"
"test23","ok","21.24","2026-06-04 22:20:25","","2280","2176","104","7","7","7","7","true","0","0","0"
"test24","ok","42.81","2026-06-04 22:21:08","","2964","2837","127","8","8","8","8","true","0","0","0"
"test25","ok","16.36","2026-06-04 22:21:24","","3261","3113","148","9","9","9","9","true","0","0","0"
"test26","ok","17.76","2026-06-04 22:21:42","","4177","4020","157","10","10","10","10","true","0","0","0"
"test27","ok","30.68","2026-06-04 22:22:13","","4669","4494","175","11","11","11","11","true","0","0","0"
"test28","ok","51.08","2026-06-04 22:23:04","","3827","3642","185","10","10","10","10","true","0","0","0"
"test29","ok","30.59","2026-06-04 22:23:35","","4119","3953","166","11","11","11","11","true","0","0","0"
"test30","ok","30.41","2026-06-04 22:24:05","","4135","3951","184","11","11","11","11","true","0","0","0"
"test31","ok","54.49","2026-06-04 22:25:00","","13365","13001","364","20","20","20","20","true","0","0","0"
"test32","ok","54.47","2026-06-04 22:25:54","","12238","11830","408","20","20","20","20","true","0","0","0"
"test33","ok","124.55","2026-06-04 22:27:59","","9854","9515","339","20","20","20","20","true","0","0","0"
"test34","ok","65.14","2026-06-04 22:29:04","","11137","10783","354","20","20","20","20","true","0","0","0"
"test35","ok","69.7","2026-06-04 22:30:13","","10569","10223","346","20","20","20","20","true","0","0","0"
"test36","ok","49.97","2026-06-04 22:31:03","","10421","10030","391","20","20","20","20","true","0","0","0"
"test37","ok","116.88","2026-06-04 22:33:00","","10466","9982","484","20","20","20","20","true","0","0","0"
"test38","ok","33.9","2026-06-04 22:33:34","","8940","8611","329","20","20","20","20","true","0","0","0"
"test39","ok","185.58","2026-06-04 22:36:40","","15603","11199","4404","20","20","20","20","true","0","0","0"
"test40","ok","35.5","2026-06-04 22:37:15","","10833","10476","357","20","20","20","20","true","0","0","0"
"test41","ok","14.64","2026-06-04 22:37:30","","2636","2509","127","7","7","7","7","true","0","0","0"
"test42","ok","19.97","2026-06-04 22:37:50","","2646","2489","157","7","7","7","7","true","0","0","0"
"test43","ok","10.61","2026-06-04 22:38:01","","2971","2854","117","7","7","7","7","true","0","0","0"
"test44","ok","16.87","2026-06-04 22:38:18","","2158","2059","99","7","7","7","7","true","0","0","0"
"test45","ok","14.74","2026-06-04 22:38:32","","1902","1789","113","7","7","7","7","true","0","0","0"
"test46","ok","19.37","2026-06-04 22:38:52","","1892","1788","104","7","7","7","7","true","0","0","0"
"test47","ok","18.11","2026-06-04 22:39:10","","2267","2159","108","7","7","7","7","true","0","0","0"
"test48","ok","19.4","2026-06-04 22:39:29","","2410","2274","136","8","8","8","8","true","0","0","0"
"test49","ok","14.6","2026-06-04 22:39:44","","1954","1857","97","7","7","7","7","true","0","0","0"
"test50","ok","13.91","2026-06-04 22:39:58","","2360","2245","115","7","7","7","7","true","0","0","0"
"test51","ok","12.92","2026-06-04 22:40:11","","2060","1932","128","7","7","7","7","true","0","0","0"
"test52","ok","14.34","2026-06-04 22:40:25","","1995","1897","98","7","7","7","7","true","0","0","0"
"test53","ok","15.1","2026-06-04 22:40:40","","1927","1815","112","7","7","7","7","true","0","0","0"
"test54","ok","13.21","2026-06-04 22:40:53","","2573","2464","109","7","7","7","7","true","0","0","0"
"test55","ok","13.28","2026-06-04 22:41:07","","2202","2090","112","7","7","7","7","true","0","0","0"
"test56","ok","21.33","2026-06-04 22:41:28","","1707","1612","95","6","6","6","6","true","0","0","0"
"test57","ok","11.85","2026-06-04 22:41:40","","1576","1475","101","6","6","6","6","true","0","0","0"
"test58","ok","11.12","2026-06-04 22:41:51","","1805","1700","105","6","6","6","6","true","0","0","0"
"test59","ok","15.76","2026-06-04 22:42:07","","1866","1763","103","7","7","7","7","true","0","0","0"
"test60","ok","14.28","2026-06-04 22:42:21","","1869","1761","108","7","7","7","7","true","0","0","0"
"test61","ok","9.92","2026-06-04 22:42:31","","3045","2930","115","7","7","7","7","true","0","0","0"
"test62","ok","12.55","2026-06-04 22:42:43","","2661","2548","113","7","7","7","7","true","0","0","0"
"test63","ok","11.33","2026-06-04 22:42:55","","1663","1574","89","6","6","6","6","true","0","0","0"
"test64","ok","22.76","2026-06-04 22:43:18","","1893","1444","449","6","6","6","6","true","0","0","0"
"test65","ok","16.36","2026-06-04 22:43:34","","1848","1705","143","6","6","6","6","true","0","0","0"
"test66","ok","15.25","2026-06-04 22:43:49","","2180","2074","106","6","6","6","6","true","0","0","0"
"test67","ok","17.8","2026-06-04 22:44:07","","2081","1684","397","6","6","6","6","true","0","0","0"
"test68","ok","11.98","2026-06-04 22:44:19","","1542","1380","162","6","6","6","6","true","0","0","0"
"test69","ok","8.63","2026-06-04 22:44:28","","1474","1334","140","6","6","6","6","true","0","0","0"
"test70","ok","8.33","2026-06-04 22:44:36","","1575","1433","142","6","6","6","6","true","0","0","0"
"test71","ok","12.39","2026-06-04 22:44:48","","1795","1689","106","6","6","6","6","true","0","0","0"
"test72","ok","14.81","2026-06-04 22:45:03","","1727","1617","110","6","6","6","6","true","0","0","0"
"test73","ok","19.59","2026-06-04 22:45:23","","2551","2429","122","7","7","7","7","true","0","0","0"
"test74","ok","31.62","2026-06-04 22:45:54","","2185","2080","105","7","7","7","7","true","0","0","0"
"test75","ok","16.7","2026-06-04 22:46:11","","1972","1863","109","7","7","7","7","true","0","0","0"
"test76","ok","17.24","2026-06-04 22:46:28","","2060","1966","94","7","7","7","7","true","0","0","0"
"test77","ok","16.45","2026-06-04 22:46:45","","2236","2128","108","7","7","7","7","true","0","0","0"
"test78","ok","36.28","2026-06-04 22:47:21","","2566","2412","154","8","8","8","8","true","0","0","0"
"test79","ok","47.71","2026-06-04 22:48:09","","1985","1870","115","7","7","7","7","true","0","0","0"
"test80","ok","34.34","2026-06-04 22:48:43","","2189","2074","115","7","7","7","7","true","0","0","0"
"test81","ok","39.93","2026-06-04 22:49:23","","1881","1771","110","6","6","6","6","true","0","0","0"
"test82","ok","16.79","2026-06-04 22:49:40","","1731","1617","114","6","6","6","6","true","0","0","0"
"test83","ok","26.39","2026-06-04 22:50:06","","2524","2402","122","7","7","7","7","true","0","0","0"
"test84","ok","26.47","2026-06-04 22:50:33","","1989","1881","108","7","7","7","7","true","0","0","0"
"test85","ok","18.18","2026-06-04 22:50:51","","1972","1863","109","7","7","7","7","true","0","0","0"
"test86","ok","31.2","2026-06-04 22:51:22","","2048","1960","88","7","7","7","7","true","0","0","0"
"test87","ok","14.91","2026-06-04 22:51:37","","2353","2245","108","7","7","7","7","true","0","0","0"
"test88","ok","17.37","2026-06-04 22:51:54","","2503","2379","124","8","8","8","8","true","0","0","0"
"test89","ok","12.09","2026-06-04 22:52:07","","2029","1896","133","7","7","7","7","true","0","0","0"
"test90","ok","17.32","2026-06-04 22:52:24","","2000","1881","119","7","7","7","7","true","0","0","0"
"test91","ok","9.65","2026-06-04 22:52:34","","1871","1765","106","6","6","6","6","true","0","0","0"
"test92","ok","8.26","2026-06-04 22:52:42","","1731","1617","114","6","6","6","6","true","0","0","0"
"test93","ok","9","2026-06-04 22:52:51","","2544","2426","118","7","7","7","7","true","0","0","0"
"test94","ok","14.09","2026-06-04 22:53:05","","2149","2044","105","7","7","7","7","true","0","0","0"
"test95","ok","12.86","2026-06-04 22:53:18","","1976","1863","113","7","7","7","7","true","0","0","0"
"test96","ok","9.45","2026-06-04 22:53:27","","2052","1960","92","7","7","7","7","true","0","0","0"
"test97","ok","15.62","2026-06-04 22:53:43","","2236","2128","108","7","7","7","7","true","0","0","0"
"test98","ok","12.65","2026-06-04 22:53:56","","2562","2418","144","8","8","8","8","true","0","0","0"
"test99","ok","19.14","2026-06-04 22:54:15","","2001","1882","119","7","7","7","7","true","0","0","0"
"test100","ok","9.18","2026-06-04 22:14:32","","2193","2074","119","7","7","7","7","true","0","0","0"
