"Case","Status","Seconds","LastRun","FailureType","Tokens","PromptTokens","CompletionTokens","RequestCount","ResponseCount","EndCount","LastResponseId","Complete","UnknownCount","FailCount","InternalErrorCount"
"test19","ok","57.85","2026-06-01 23:31:56","","49761","48614","1147","18","18","18","18","true","0","0","0"
"test20","ok","47.86","2026-06-01 23:32:44","","44461","43871","590","19","19","19","19","true","0","0","0"
"test21","ok","22.26","2026-06-01 23:33:06","","7212","7133","79","5","5","5","5","true","0","0","0"
"test22","ok","20.77","2026-06-01 23:33:27","","9322","9231","91","6","6","6","6","true","0","0","0"
"test23","ok","25.2","2026-06-01 23:33:52","","11784","11649","135","7","7","7","7","true","0","0","0"
"test24","ok","56.58","2026-06-01 23:34:49","","14429","14302","127","8","8","8","8","true","0","0","0"
"test25","ok","39.49","2026-06-01 23:35:28","","16429","16268","161","9","9","9","9","true","0","0","0"
"test26","ok","24.17","2026-06-01 23:35:52","","19689","19518","171","10","10","10","10","true","0","0","0"
"test27","ok","50.75","2026-06-01 23:36:43","","22770","22566","204","11","11","11","11","true","0","0","0"
"test28","ok","60.78","2026-06-01 23:37:44","","19876","19716","160","10","10","10","10","true","0","0","0"
"test29","ok","34.18","2026-06-01 23:38:18","","23575","23373","202","11","11","11","11","true","0","0","0"
"test30","ok","29.36","2026-06-01 23:38:48","","23657","23463","194","11","11","11","11","true","0","0","0"
"test31","ok","43.65","2026-06-01 23:39:31","","55517","55100","417","20","20","20","20","true","0","0","0"
"test32","ok","48.86","2026-06-01 23:40:20","","59850","59450","400","20","20","20","20","true","0","0","0"
"test33","ok","89.35","2026-06-01 23:41:50","","46864","46497","367","20","20","20","20","true","0","0","0"
"test34","ok","92.09","2026-06-01 23:43:22","","44776","44227","549","20","20","20","20","true","0","0","0"
"test35","failed","135.96","2026-06-01 23:45:38","APP_RUNTIME","43247","42900","347","20","20","20","20","true","0","1","0"
"test36","ok","48.15","2026-06-01 23:46:26","","49578","49141","437","20","20","20","20","true","0","0","0"
"test37","ok","75.63","2026-06-01 23:47:42","","53006","52446","560","20","20","20","20","true","0","0","0"
"test38","ok","40.74","2026-06-01 23:48:23","","46015","45527","488","20","20","20","20","true","0","0","0"
"test39","ok","132.24","2026-06-01 23:50:35","","56992","56672","320","20","20","20","20","true","0","0","0"
"test40","ok","47.43","2026-06-01 23:51:22","","45314","44968","346","20","20","20","20","true","0","0","0"
"test41","ok","19.58","2026-06-01 23:51:42","","10448","10294","154","7","7","7","7","true","0","0","0"
"test42","ok","21.38","2026-06-01 23:52:03","","10343","10164","179","7","7","7","7","true","0","0","0"
"test43","ok","22.57","2026-06-01 23:52:26","","10637","10459","178","7","7","7","7","true","0","0","0"
"test44","ok","33.37","2026-06-01 23:52:59","","10398","10270","128","7","7","7","7","true","0","0","0"
"test45","ok","48.78","2026-06-01 23:53:48","","11537","11420","117","7","7","7","7","true","0","0","0"
"test46","ok","22.77","2026-06-01 23:54:11","","11769","11584","185","7","7","7","7","true","0","0","0"
"test47","ok","29.68","2026-06-01 23:54:41","","10702","10590","112","7","7","7","7","true","0","0","0"
"test48","ok","47.27","2026-06-01 23:55:28","","12396","12256","140","8","8","8","8","true","0","0","0"
"test49","ok","16.51","2026-06-01 23:55:44","","11050","10948","102","7","7","7","7","true","0","0","0"
"test50","ok","15.17","2026-06-01 23:56:00","","10275","10156","119","7","7","7","7","true","0","0","0"
"test51","ok","16.81","2026-06-01 23:56:16","","9164","9031","133","7","7","7","7","true","0","0","0"
"test52","ok","13.2","2026-06-01 23:56:30","","9122","8991","131","7","7","7","7","true","0","0","0"
"test53","ok","12.85","2026-06-01 23:56:43","","9980","9856","124","7","7","7","7","true","0","0","0"
"test54","ok","14.33","2026-06-01 23:56:57","","11622","11449","173","7","7","7","7","true","0","0","0"
"test55","ok","14.92","2026-06-01 23:57:12","","10385","10277","108","7","7","7","7","true","0","0","0"
"test56","ok","15.12","2026-06-01 23:57:27","","8701","8597","104","6","6","6","6","true","0","0","0"
"test57","ok","15.26","2026-06-01 23:57:42","","8096","7991","105","6","6","6","6","true","0","0","0"
"test58","ok","12.42","2026-06-01 23:57:55","","8391","8276","115","6","6","6","6","true","0","0","0"
"test59","ok","17.49","2026-06-01 23:58:12","","11517","11400","117","7","7","7","7","true","0","0","0"
"test60","ok","20.23","2026-06-01 23:58:32","","11133","10989","144","7","7","7","7","true","0","0","0"
"test61","ok","14.09","2026-06-01 23:58:46","","10672","10557","115","7","7","7","7","true","0","0","0"
"test62","ok","15.65","2026-06-01 23:59:02","","11528","11410","118","7","7","7","7","true","0","0","0"
"test63","ok","11.46","2026-06-01 23:59:14","","8775","8657","118","6","6","6","6","true","0","0","0"
"test64","ok","24.73","2026-06-01 23:59:38","","8170","8050","120","6","6","6","6","true","0","0","0"
"test65","ok","19.57","2026-06-01 23:59:58","","8381","8220","161","6","6","6","6","true","0","0","0"
"test66","ok","16.58","2026-06-02 00:00:15","","8501","8395","106","6","6","6","6","true","0","0","0"
"test67","ok","43.45","2026-06-02 00:00:58","","11569","11277","292","6","6","6","6","true","0","0","0"
"test68","ok","28.53","2026-06-02 00:01:27","","7996","7812","184","6","6","6","6","true","0","0","0"
"test69","ok","11.89","2026-06-02 00:01:38","","8091","7947","144","6","6","6","6","true","0","0","0"
"test70","ok","12.32","2026-06-02 00:01:51","","8550","8406","144","6","6","6","6","true","0","0","0"
"test71","ok","10.75","2026-06-02 00:02:02","","7796","7686","110","6","6","6","6","true","0","0","0"
"test72","ok","12.17","2026-06-02 00:02:14","","8158","8044","114","6","6","6","6","true","0","0","0"
"test73","ok","15.36","2026-06-02 00:02:29","","10815","10693","122","7","7","7","7","true","0","0","0"
"test74","ok","18.12","2026-06-02 00:02:47","","9648","9537","111","7","7","7","7","true","0","0","0"
"test75","ok","18.6","2026-06-02 00:03:06","","11478","11361","117","7","7","7","7","true","0","0","0"
"test76","ok","17.77","2026-06-02 00:03:24","","12028","11937","91","7","7","7","7","true","0","0","0"
"test77","ok","25.79","2026-06-02 00:03:49","","10644","10536","108","7","7","7","7","true","0","0","0"
"test78","ok","48.25","2026-06-02 00:04:38","","12494","12325","169","8","8","8","8","true","0","0","0"
"test79","ok","22.15","2026-06-02 00:05:00","","9248","9098","150","7","7","7","7","true","0","0","0"
"test80","ok","21.32","2026-06-02 00:05:21","","10103","9988","115","7","7","7","7","true","0","0","0"
"test81","ok","22.62","2026-06-02 00:05:44","","7869","7763","106","6","6","6","6","true","0","0","0"
"test82","ok","20.51","2026-06-02 00:06:04","","8158","8044","114","6","6","6","6","true","0","0","0"
"test83","ok","40.81","2026-06-02 00:06:45","","10787","10665","122","7","7","7","7","true","0","0","0"
"test84","ok","19.68","2026-06-02 00:07:05","","9508","9393","115","7","7","7","7","true","0","0","0"
"test85","ok","22.97","2026-06-02 00:07:28","","11477","11360","117","7","7","7","7","true","0","0","0"
"test86","ok","34.54","2026-06-02 00:08:02","","12035","11940","95","7","7","7","7","true","0","0","0"
"test87","ok","57.28","2026-06-02 00:09:00","","10760","10652","108","7","7","7","7","true","0","0","0"
"test88","ok","28.57","2026-06-02 00:09:28","","12311","12171","140","8","8","8","8","true","0","0","0"
"test89","ok","32.57","2026-06-02 00:10:01","","9277","9113","164","7","7","7","7","true","0","0","0"
"test90","ok","32.17","2026-06-02 00:10:33","","10068","9920","148","7","7","7","7","true","0","0","0"
"test91","ok","20.35","2026-06-02 00:10:53","","7870","7760","110","6","6","6","6","true","0","0","0"
"test92","ok","41.6","2026-06-02 00:11:35","","8157","8043","114","6","6","6","6","true","0","0","0"
"test93","ok","16.68","2026-06-02 00:11:52","","10811","10689","122","7","7","7","7","true","0","0","0"
"test94","ok","21.2","2026-06-02 00:12:13","","9785","9641","144","7","7","7","7","true","0","0","0"
"test95","ok","15.11","2026-06-02 00:12:28","","11478","11361","117","7","7","7","7","true","0","0","0"
"test96","ok","14.15","2026-06-02 00:12:42","","12029","11938","91","7","7","7","7","true","0","0","0"
"test97","ok","14.53","2026-06-02 00:12:57","","10812","10675","137","7","7","7","7","true","0","0","0"
"test98","ok","35.11","2026-06-02 00:13:32","","12311","12171","140","8","8","8","8","true","0","0","0"
"test99","ok","26.98","2026-06-02 00:13:59","","9071","8952","119","7","7","7","7","true","0","0","0"
"test100","ok","19.94","2026-06-01 23:24:43","","10108","9989","119","7","7","7","7","true","0","0","0"
