"Case","Status","Seconds","LastRun","FailureType","Tokens","PromptTokens","CompletionTokens","RequestCount","ResponseCount","EndCount","LastResponseId","Complete","UnknownCount","FailCount","InternalErrorCount"
"test62","ok","20.34","2026-06-01 22:58:49","","11801","11683","118","7","7","7","7","true","0","0","0"
"test63","ok","12.62","2026-06-01 22:59:02","","8870","8781","89","6","6","6","6","true","0","0","0"
"test64","ok","12","2026-06-01 22:59:14","","7898","7769","129","6","6","6","6","true","0","0","0"
"test65","ok","11.47","2026-06-01 22:59:26","","8607","8446","161","6","6","6","6","true","0","0","0"
"test66","ok","13.58","2026-06-01 22:59:39","","8256","8159","97","6","6","6","6","true","0","0","0"
"test67","ok","19.01","2026-06-01 22:59:58","","12409","12042","367","6","6","6","6","true","0","0","0"
"test68","ok","12.69","2026-06-01 23:00:11","","7253","7108","145","6","6","6","6","true","0","0","0"
"test69","ok","18.14","2026-06-01 23:00:29","","7784","7630","154","6","6","6","6","true","0","0","0"
"test70","ok","20.36","2026-06-01 23:00:49","","8326","8182","144","6","6","6","6","true","0","0","0"
"test71","ok","17.44","2026-06-01 23:01:07","","8026","7916","110","6","6","6","6","true","0","0","0"
"test72","ok","15.78","2026-06-01 23:01:23","","8402","8282","120","6","6","6","6","true","0","0","0"
"test73","ok","41.85","2026-06-01 23:02:05","","11087","10965","122","7","7","7","7","true","0","0","0"
"test74","ok","40.74","2026-06-01 23:02:45","","9338","9224","114","7","7","7","7","true","0","0","0"
"test75","ok","40.5","2026-06-01 23:03:26","","11301","11184","117","7","7","7","7","true","0","0","0"
"test76","ok","35.05","2026-06-01 23:04:01","","12304","12213","91","7","7","7","7","true","0","0","0"
"test77","ok","29.05","2026-06-01 23:04:30","","10463","10355","108","7","7","7","7","true","0","0","0"
"test78","ok","30.72","2026-06-01 23:05:01","","12178","12038","140","8","8","8","8","true","0","0","0"
"test79","ok","21.09","2026-06-01 23:05:22","","9344","9229","115","7","7","7","7","true","0","0","0"
"test80","ok","22.55","2026-06-01 23:05:44","","9926","9811","115","7","7","7","7","true","0","0","0"
"test81","ok","17.81","2026-06-01 23:06:02","","8108","7998","110","6","6","6","6","true","0","0","0"
"test82","ok","19.8","2026-06-01 23:06:22","","8402","8282","120","6","6","6","6","true","0","0","0"
"test83","ok","28.61","2026-06-01 23:06:51","","11063","10941","122","7","7","7","7","true","0","0","0"
"test84","ok","18.06","2026-06-01 23:07:09","","9324","9213","111","7","7","7","7","true","0","0","0"
"test85","ok","19.87","2026-06-01 23:07:29","","11301","11184","117","7","7","7","7","true","0","0","0"
"test86","ok","20.6","2026-06-01 23:07:49","","12303","12212","91","7","7","7","7","true","0","0","0"
"test87","ok","19.84","2026-06-01 23:08:09","","10587","10475","112","7","7","7","7","true","0","0","0"
"test88","ok","18.98","2026-06-01 23:08:28","","12178","12038","140","8","8","8","8","true","0","0","0"
"test89","ok","18.76","2026-06-01 23:08:47","","9376","9243","133","7","7","7","7","true","0","0","0"
"test90","ok","17.67","2026-06-01 23:09:05","","9738","9619","119","7","7","7","7","true","0","0","0"
"test91","ok","20.63","2026-06-01 23:09:25","","8096","7990","106","6","6","6","6","true","0","0","0"
"test92","ok","12.95","2026-06-01 23:09:38","","8387","8273","114","6","6","6","6","true","0","0","0"
"test93","ok","15.16","2026-06-01 23:09:53","","11087","10965","122","7","7","7","7","true","0","0","0"
"test94","ok","13.83","2026-06-01 23:10:07","","9334","9223","111","7","7","7","7","true","0","0","0"
"test95","ok","14.34","2026-06-01 23:10:22","","11303","11186","117","7","7","7","7","true","0","0","0"
"test96","ok","13.71","2026-06-01 23:10:35","","12303","12212","91","7","7","7","7","true","0","0","0"
"test97","ok","13.01","2026-06-01 23:10:48","","10468","10356","112","7","7","7","7","true","0","0","0"
"test98","ok","14.25","2026-06-01 23:11:03","","12178","12038","140","8","8","8","8","true","0","0","0"
"test99","ok","12.75","2026-06-01 23:11:15","","9350","9230","120","7","7","7","7","true","0","0","0"
"test100","ok","12.76","2026-06-01 22:24:14","","9933","9810","123","7","7","7","7","true","0","0","0"
