"Case","Status","Seconds","LastRun","FailureType","Tokens","PromptTokens","CompletionTokens","RequestCount","ResponseCount","EndCount","LastResponseId","Complete","UnknownCount","FailCount","InternalErrorCount"
"test45","ok","12.85","2026-06-01 19:19:29","","10394","10283","111","7","7","7","7","true","0","0","0"
"test46","ok","14.4","2026-06-01 19:19:44","","10393","10283","110","7","7","7","7","true","0","0","0"
"test47","ok","13.12","2026-06-01 19:19:57","","9682","9572","110","7","7","7","7","true","0","0","0"
"test48","ok","15.18","2026-06-01 19:20:12","","10964","10826","138","8","8","8","8","true","0","0","0"
"test49","ok","12.62","2026-06-01 19:20:25","","10307","10216","91","7","7","7","7","true","0","0","0"
"test50","ok","11.93","2026-06-01 19:20:37","","9361","9244","117","7","7","7","7","true","0","0","0"
"test51","ok","12.93","2026-06-01 19:20:50","","8698","8571","127","7","7","7","7","true","0","0","0"
"test52","ok","13.14","2026-06-01 19:21:03","","8507","8407","100","7","7","7","7","true","0","0","0"
"test53","ok","11.57","2026-06-01 19:21:14","","9520","9398","122","7","7","7","7","true","0","0","0"
"test54","ok","15.04","2026-06-01 19:21:29","","10790","10647","143","7","7","7","7","true","0","0","0"
"test55","ok","12.54","2026-06-01 19:21:42","","9821","9711","110","7","7","7","7","true","0","0","0"
"test56","ok","11.55","2026-06-01 19:21:53","","8186","8093","93","6","6","6","6","true","0","0","0"
"test57","ok","10.75","2026-06-01 19:22:04","","7692","7589","103","6","6","6","6","true","0","0","0"
"test58","ok","11.44","2026-06-01 19:22:16","","7968","7865","103","6","6","6","6","true","0","0","0"
"test59","ok","15.79","2026-06-01 19:22:31","","10367","10257","110","7","7","7","7","true","0","0","0"
"test60","ok","12.24","2026-06-01 19:22:44","","9545","9428","117","7","7","7","7","true","0","0","0"
"test61","ok","13.6","2026-06-01 19:22:57","","9569","9359","210","7","7","7","7","true","0","0","0"
"test62","ok","11.43","2026-06-01 19:23:09","","10846","10731","115","7","7","7","7","true","0","0","0"
"test63","ok","9.18","2026-06-01 19:23:18","","8131","8044","87","6","6","6","6","true","0","0","0"
"test64","ok","10.75","2026-06-01 19:23:29","","7205","7112","93","6","6","6","6","true","0","0","0"
"test65","ok","10.92","2026-06-01 19:23:40","","7427","7294","133","6","6","6","6","true","0","0","0"
"test66","ok","9.8","2026-06-01 19:23:49","","7646","7540","106","6","6","6","6","true","0","0","0"
"test67","ok","14.34","2026-06-01 19:24:04","","11577","11194","383","6","6","6","6","true","0","0","0"
"test68","ok","10.86","2026-06-01 19:24:15","","6731","6586","145","6","6","6","6","true","0","0","0"
"test69","ok","10.51","2026-06-01 19:24:25","","7231","7085","146","6","6","6","6","true","0","0","0"
"test70","ok","9.36","2026-06-01 19:24:35","","7694","7552","142","6","6","6","6","true","0","0","0"
"test71","ok","10.49","2026-06-01 19:24:45","","7391","7283","108","6","6","6","6","true","0","0","0"
"test72","ok","11.2","2026-06-01 19:24:56","","7750","7642","108","6","6","6","6","true","0","0","0"
"test73","ok","12.23","2026-06-01 19:25:09","","10239","10120","119","7","7","7","7","true","0","0","0"
"test74","ok","11.94","2026-06-01 19:25:21","","8818","8708","110","7","7","7","7","true","0","0","0"
"test75","ok","13.44","2026-06-01 19:25:34","","10331","10220","111","7","7","7","7","true","0","0","0"
"test76","ok","11.6","2026-06-01 19:25:46","","11247","11158","89","7","7","7","7","true","0","0","0"
"test77","ok","12.68","2026-06-01 19:25:58","","9624","9514","110","7","7","7","7","true","0","0","0"
"test78","ok","17.78","2026-06-01 19:26:16","","11333","11195","138","8","8","8","8","true","0","0","0"
"test79","ok","13.67","2026-06-01 19:26:30","","8612","8495","117","7","7","7","7","true","0","0","0"
"test80","ok","11.43","2026-06-01 19:26:41","","9193","9076","117","7","7","7","7","true","0","0","0"
"test81","ok","10.11","2026-06-01 19:26:52","","7470","7366","104","6","6","6","6","true","0","0","0"
"test82","ok","10.75","2026-06-01 19:27:02","","7754","7642","112","6","6","6","6","true","0","0","0"
"test83","ok","13.87","2026-06-01 19:27:16","","10212","10093","119","7","7","7","7","true","0","0","0"
"test84","ok","12.65","2026-06-01 19:27:29","","8675","8569","106","7","7","7","7","true","0","0","0"
"test85","ok","14.09","2026-06-01 19:27:43","","10334","10223","111","7","7","7","7","true","0","0","0"
"test86","ok","14","2026-06-01 19:27:57","","11246","11157","89","7","7","7","7","true","0","0","0"
"test87","ok","13.56","2026-06-01 19:28:11","","9743","9633","110","7","7","7","7","true","0","0","0"
"test88","ok","14.94","2026-06-01 19:28:26","","11337","11199","138","8","8","8","8","true","0","0","0"
"test89","ok","12.92","2026-06-01 19:28:39","","8652","8514","138","7","7","7","7","true","0","0","0"
"test90","ok","13.56","2026-06-01 19:28:52","","8999","8882","117","7","7","7","7","true","0","0","0"
"test91","ok","12.09","2026-06-01 19:29:04","","7464","7360","104","6","6","6","6","true","0","0","0"
"test92","ok","12.31","2026-06-01 19:29:17","","7753","7641","112","6","6","6","6","true","0","0","0"
"test93","ok","14.01","2026-06-01 19:29:31","","10238","10119","119","7","7","7","7","true","0","0","0"
"test94","ok","11.85","2026-06-01 19:29:43","","8785","8675","110","7","7","7","7","true","0","0","0"
"test95","ok","12.57","2026-06-01 19:29:55","","10332","10221","111","7","7","7","7","true","0","0","0"
"test96","ok","14.58","2026-06-01 19:30:10","","11248","11159","89","7","7","7","7","true","0","0","0"
"test97","ok","21.35","2026-06-01 19:30:31","","9621","9511","110","7","7","7","7","true","0","0","0"
"test98","ok","15.1","2026-06-01 19:30:46","","11337","11199","138","8","8","8","8","true","0","0","0"
"test99","ok","13.1","2026-06-01 19:30:59","","8626","8502","124","7","7","7","7","true","0","0","0"
"test100","ok","13.76","2026-06-01 18:30:28","","9191","9074","117","7","7","7","7","true","0","0","0"
