"Case","Status","Seconds","LastRun","FailureType","Tokens","PromptTokens","CompletionTokens","RequestCount","ResponseCount","EndCount","LastResponseId","Complete","UnknownCount","FailCount","InternalErrorCount"
"test55","ok","10.39","2026-06-01 13:28:41","","10830","10718","112","7","7","7","7","true","0","0","0"
"test56","ok","10.33","2026-06-01 13:28:51","","9069","8965","104","6","6","6","6","true","0","0","0"
"test57","ok","11.44","2026-06-01 13:29:03","","8368","8263","105","6","6","6","6","true","0","0","0"
"test58","ok","9.5","2026-06-01 13:29:12","","8640","8536","104","6","6","6","6","true","0","0","0"
"test59","ok","11.46","2026-06-01 13:29:24","","11505","11388","117","7","7","7","7","true","0","0","0"
"test60","ok","11.57","2026-06-01 13:29:35","","10547","10432","115","7","7","7","7","true","0","0","0"
"test61","ok","13.02","2026-06-01 13:29:48","","10652","10537","115","7","7","7","7","true","0","0","0"
"test62","ok","11.89","2026-06-01 13:30:00","","11970","11852","118","7","7","7","7","true","0","0","0"
"test63","ok","9.77","2026-06-01 13:30:10","","9008","8919","89","6","6","6","6","true","0","0","0"
"test64","ok","9.27","2026-06-01 13:30:20","","7958","7867","91","6","6","6","6","true","0","0","0"
"test65","ok","10.37","2026-06-01 13:30:30","","8266","8100","166","6","6","6","6","true","0","0","0"
"test66","ok","10.18","2026-06-01 13:30:40","","8408","8302","106","6","6","6","6","true","0","0","0"
"test67","ok","11.85","2026-06-01 13:30:52","","11678","11419","259","6","6","6","6","true","0","0","0"
"test68","ok","7.98","2026-06-01 13:31:00","","7295","7150","145","6","6","6","6","true","0","0","0"
"test69","ok","8.55","2026-06-01 13:31:09","","7707","7561","146","6","6","6","6","true","0","0","0"
"test70","ok","9.87","2026-06-01 13:31:18","","8488","8344","144","6","6","6","6","true","0","0","0"
"test71","ok","8.09","2026-06-01 13:31:27","","8157","8047","110","6","6","6","6","true","0","0","0"
"test72","ok","8.92","2026-06-01 13:31:36","","8425","8315","110","6","6","6","6","true","0","0","0"
"test73","ok","10.59","2026-06-01 13:31:46","","11162","11040","122","7","7","7","7","true","0","0","0"
"test74","ok","9.43","2026-06-01 13:31:56","","9581","9465","116","7","7","7","7","true","0","0","0"
"test75","ok","9.25","2026-06-01 13:32:05","","11465","11348","117","7","7","7","7","true","0","0","0"
"test76","ok","10.98","2026-06-01 13:32:16","","12511","12416","95","7","7","7","7","true","0","0","0"
"test77","ok","11.36","2026-06-01 13:32:27","","10631","10519","112","7","7","7","7","true","0","0","0"
"test78","ok","11.59","2026-06-01 13:32:39","","12092","11952","140","8","8","8","8","true","0","0","0"
"test79","ok","11.03","2026-06-01 13:32:50","","9502","9387","115","7","7","7","7","true","0","0","0"
"test80","ok","9.92","2026-06-01 13:33:00","","10000","9881","119","7","7","7","7","true","0","0","0"
"test81","ok","9.73","2026-06-01 13:33:10","","8236","8130","106","6","6","6","6","true","0","0","0"
"test82","ok","9.35","2026-06-01 13:33:19","","8430","8316","114","6","6","6","6","true","0","0","0"
"test83","ok","9.91","2026-06-01 13:33:29","","11138","11016","122","7","7","7","7","true","0","0","0"
"test84","ok","10.53","2026-06-01 13:33:39","","9569","9454","115","7","7","7","7","true","0","0","0"
"test85","ok","11.14","2026-06-01 13:33:51","","11463","11346","117","7","7","7","7","true","0","0","0"
"test86","ok","12.26","2026-06-01 13:34:03","","12512","12417","95","7","7","7","7","true","0","0","0"
"test87","ok","9.95","2026-06-01 13:34:13","","10746","10634","112","7","7","7","7","true","0","0","0"
"test88","ok","13.11","2026-06-01 13:34:26","","12096","11956","140","8","8","8","8","true","0","0","0"
"test89","ok","11.17","2026-06-01 13:34:37","","9536","9403","133","7","7","7","7","true","0","0","0"
"test90","ok","13.17","2026-06-01 13:34:50","","9807","9688","119","7","7","7","7","true","0","0","0"
"test91","ok","9.18","2026-06-01 13:35:00","","8233","8123","110","6","6","6","6","true","0","0","0"
"test92","ok","9.22","2026-06-01 13:35:09","","8429","8315","114","6","6","6","6","true","0","0","0"
"test93","ok","10.27","2026-06-01 13:35:19","","11160","11038","122","7","7","7","7","true","0","0","0"
"test94","ok","9.89","2026-06-01 13:35:29","","9574","9460","114","7","7","7","7","true","0","0","0"
"test95","ok","11.96","2026-06-01 13:35:41","","11465","11348","117","7","7","7","7","true","0","0","0"
"test96","ok","11.32","2026-06-01 13:35:52","","12516","12421","95","7","7","7","7","true","0","0","0"
"test97","ok","10.09","2026-06-01 13:36:02","","10628","10520","108","7","7","7","7","true","0","0","0"
"test98","ok","11.57","2026-06-01 13:36:14","","12085","11957","128","8","8","8","8","true","0","0","0"
"test99","ok","11.44","2026-06-01 13:36:25","","9506","9387","119","7","7","7","7","true","0","0","0"
"test100","ok","12.49","2026-06-01 12:53:19","","9998","9879","119","7","7","7","7","true","0","0","0"
