"Case","Status","Seconds","LastRun","FailureType","Tokens","PromptTokens","CompletionTokens","RequestCount","ResponseCount","EndCount","LastResponseId","Complete","UnknownCount","FailCount","InternalErrorCount"
"test49","ok","10.27","2026-06-03 12:01:31","","2080","1979","101","7","7","7","7","true","0","0","0"
"test50","ok","9.68","2026-06-03 12:01:41","","3425","3310","115","7","7","7","7","true","0","0","0"
"test51","ok","10.13","2026-06-03 12:01:51","","2137","2008","129","7","7","7","7","true","0","0","0"
"test52","ok","8.5","2026-06-03 12:01:59","","2134","2036","98","7","7","7","7","true","0","0","0"
"test53","ok","9.64","2026-06-03 12:02:09","","2120","2015","105","7","7","7","7","true","0","0","0"
"test54","ok","10.88","2026-06-03 12:02:20","","2647","2507","140","7","7","7","7","true","0","0","0"
"test55","ok","9.19","2026-06-03 12:02:29","","2299","2191","108","7","7","7","7","true","0","0","0"
"test56","ok","10.4","2026-06-03 12:02:39","","1829","1734","95","6","6","6","6","true","0","0","0"
"test57","ok","7.95","2026-06-03 12:02:47","","1637","1536","101","6","6","6","6","true","0","0","0"
"test58","ok","10.08","2026-06-03 12:02:58","","2935","2826","109","6","6","6","6","true","0","0","0"
"test59","ok","9.48","2026-06-03 12:03:07","","2110","2002","108","7","7","7","7","true","0","0","0"
"test60","ok","9.68","2026-06-03 12:03:17","","2155","2049","106","7","7","7","7","true","0","0","0"
"test61","ok","9.45","2026-06-03 12:03:26","","3255","3140","115","7","7","7","7","true","0","0","0"
"test62","ok","9.7","2026-06-03 12:03:36","","2721","2608","113","7","7","7","7","true","0","0","0"
"test63","ok","8.58","2026-06-03 12:03:44","","1785","1696","89","6","6","6","6","true","0","0","0"
"test64","ok","11.72","2026-06-03 12:03:56","","2047","1758","289","6","6","6","6","true","0","0","0"
"test65","ok","10.36","2026-06-03 12:04:07","","4603","4441","162","6","6","6","6","true","0","0","0"
"test66","ok","8.46","2026-06-03 12:04:15","","3868","3762","106","6","6","6","6","true","0","0","0"
"test67","ok","10.7","2026-06-03 12:04:26","","2118","1690","428","6","6","6","6","true","0","0","0"
"test68","ok","10.07","2026-06-03 12:04:36","","3230","3068","162","6","6","6","6","true","0","0","0"
"test69","ok","11.2","2026-06-03 12:04:47","","5818","5670","148","6","6","6","6","true","0","0","0"
"test70","ok","10.13","2026-06-03 12:04:57","","3362","3220","142","6","6","6","6","true","0","0","0"
"test71","ok","8.73","2026-06-03 12:05:06","","1856","1750","106","6","6","6","6","true","0","0","0"
"test72","ok","9.04","2026-06-03 12:05:15","","1788","1678","110","6","6","6","6","true","0","0","0"
"test73","ok","10.19","2026-06-03 12:05:25","","2611","2489","122","7","7","7","7","true","0","0","0"
"test74","ok","12.08","2026-06-03 12:05:37","","2486","2232","254","7","7","7","7","true","0","0","0"
"test75","ok","10.34","2026-06-03 12:05:48","","2824","2715","109","7","7","7","7","true","0","0","0"
"test76","ok","9.73","2026-06-03 12:05:57","","2109","2021","88","7","7","7","7","true","0","0","0"
"test77","ok","9.04","2026-06-03 12:06:06","","2393","2298","95","7","7","7","7","true","0","0","0"
"test78","ok","11.77","2026-06-03 12:06:18","","2662","2518","144","8","8","8","8","true","0","0","0"
"test79","ok","9.54","2026-06-03 12:06:28","","2046","1931","115","7","7","7","7","true","0","0","0"
"test80","ok","11.09","2026-06-03 12:06:39","","3253","3138","115","7","7","7","7","true","0","0","0"
"test81","ok","9.09","2026-06-03 12:06:48","","1938","1832","106","6","6","6","6","true","0","0","0"
"test82","ok","11","2026-06-03 12:06:59","","1792","1678","114","6","6","6","6","true","0","0","0"
"test83","ok","10.04","2026-06-03 12:07:09","","2585","2463","122","7","7","7","7","true","0","0","0"
"test84","ok","9.83","2026-06-03 12:07:19","","2164","2059","105","7","7","7","7","true","0","0","0"
"test85","ok","9.31","2026-06-03 12:07:28","","2824","2715","109","7","7","7","7","true","0","0","0"
"test86","ok","10.38","2026-06-03 12:07:38","","2109","2021","88","7","7","7","7","true","0","0","0"
"test87","ok","9.64","2026-06-03 12:07:48","","2510","2415","95","7","7","7","7","true","0","0","0"
"test88","ok","12.1","2026-06-03 12:08:00","","2662","2518","144","8","8","8","8","true","0","0","0"
"test89","ok","9.86","2026-06-03 12:08:10","","2088","1952","136","7","7","7","7","true","0","0","0"
"test90","ok","10.36","2026-06-03 12:08:20","","3064","2945","119","7","7","7","7","true","0","0","0"
"test91","ok","8.62","2026-06-03 12:08:29","","1932","1826","106","6","6","6","6","true","0","0","0"
"test92","ok","9.54","2026-06-03 12:08:39","","1792","1678","114","6","6","6","6","true","0","0","0"
"test93","ok","10.24","2026-06-03 12:08:49","","2605","2487","118","7","7","7","7","true","0","0","0"
"test94","ok","10.74","2026-06-03 12:09:00","","2450","2196","254","7","7","7","7","true","0","0","0"
"test95","ok","9.97","2026-06-03 12:09:10","","2827","2714","113","7","7","7","7","true","0","0","0"
"test96","ok","10.12","2026-06-03 12:09:20","","2125","2027","98","7","7","7","7","true","0","0","0"
"test97","ok","9.64","2026-06-03 12:09:29","","2397","2298","99","7","7","7","7","true","0","0","0"
"test98","ok","12.35","2026-06-03 12:09:42","","2666","2518","148","8","8","8","8","true","0","0","0"
"test99","ok","11.31","2026-06-03 12:09:53","","2030","1916","114","7","7","7","7","true","0","0","0"
"test100","ok","9.97","2026-06-03 11:44:16","","3253","3138","115","7","7","7","7","true","0","0","0"
