"Case","Status","Seconds","LastRun","FailureType","Tokens","PromptTokens","CompletionTokens","RequestCount","ResponseCount","EndCount","LastResponseId","Complete","UnknownCount","FailCount","InternalErrorCount"
"test88","ok","11.74","2026-06-01 00:07:25","","14063","13927","136","8","8","8","8","true","0","0","0"
"test89","ok","10.35","2026-06-01 00:07:35","","9656","9417","239","7","7","7","7","true","0","0","0"
"test90","ok","9.77","2026-06-01 00:07:45","","9724","9606","118","7","7","7","7","true","0","0","0"
"test91","ok","8.56","2026-06-01 00:07:53","","8178","8072","106","6","6","6","6","true","0","0","0"
"test92","ok","8.91","2026-06-01 00:08:02","","8468","8354","114","6","6","6","6","true","0","0","0"
"test93","ok","11.25","2026-06-01 00:08:14","","11392","11270","122","7","7","7","7","true","0","0","0"
"test94","ok","8.8","2026-06-01 00:08:22","","9399","9284","115","7","7","7","7","true","0","0","0"
"test95","ok","9.67","2026-06-01 00:08:32","","11811","11694","117","7","7","7","7","true","0","0","0"
"test96","ok","10.06","2026-06-01 00:08:42","","13056","12955","101","7","7","7","7","true","0","0","0"
"test97","ok","8.95","2026-06-01 00:08:51","","10617","10509","108","7","7","7","7","true","0","0","0"
"test98","ok","11.4","2026-06-01 00:09:02","","14062","13926","136","8","8","8","8","true","0","0","0"
"test99","ok","9.98","2026-06-01 00:09:12","","9710","9469","241","7","7","7","7","true","0","0","0"
"test100","ok","10.96","2026-05-31 23:43:57","","9935","9817","118","7","7","7","7","true","0","0","0"
